draw,gpp,lai_mean,lai_max,ceff,lma,f_auto,c_fol_0,f_fol,f_lab,d_onset,cr_onset,cr_fall,c_lf
60,3137.4175360674208,8.422415038246335,16.563010622680896,76.33960626000174,201.98336854506766,0.42064161683762474,1538.6379326505376,0.09255644207312107,0.08730694979593456,324.79988039689306,75.63433866935084,95.30773109740728,0.3106093262142439
61,3203.235345260605,9.222537519756683,16.738358732403128,96.63227676187196,172.54189952002105,0.6765134880342347,1295.7529587535212,0.05377606374053293,0.040392640408583355,285.80628736166017,60.174927907354075,40.214123298124775,0.2322964188289019
62,2640.9279101937486,6.464272616481528,14.78102877105151,33.47631159345889,193.18321380254667,0.43405916755543517,1405.9830636472147,0.060966107011589984,0.03585892961958921,167.24540615073016,41.026882845037655,129.9690930723136,0.24785797902683335
63,2751.6460567545682,5.690377182598487,8.438944354731316,44.7537886007168,225.80818620126422,0.5713635259258554,865.1970372558459,0.023200775294789276,0.15101898509684894,14.503614524568155,14.789637175718367,35.09838211735752,0.2500352326412926
64,2896.2205879243297,4.647776411599141,9.271973166996398,86.01697865036299,193.22503324884062,0.5592023812322962,809.4836092688547,0.050012403032717964,0.04095340993847057,326.7956621107821,14.224234512694219,145.16599474468256,0.28334919356654065
65,1671.3081232552472,2.375737506697909,2.874886543802239,32.50161253916444,204.14486755841034,0.5500318153709207,550.922640740378,0.09220151945476827,0.02324527927642879,299.9337534310573,92.76043413235561,116.13591456518664,0.3064660934691642
66,3068.567797736257,6.71930580070827,7.403685715541556,65.88474132048793,229.14174517332765,0.37566544309581085,1132.1821771241748,0.10945108053391213,0.09797680191904107,98.83185478238013,54.48197150887437,125.27877160632453,0.2868386232175165
67,2290.3607017317204,4.976710112551075,11.372342300950466,31.916856504017503,232.29095271655265,0.659047966499086,1919.577391123618,0.009739030357599212,0.06048537314923071,121.89220814629088,68.17266913568594,86.44907504122055,0.23614785114582632
68,3249.701299294589,12.745479339207272,16.21875473793168,74.64980581139555,203.35219476063972,0.49135113022301147,1916.9259535910028,0.13059092836963693,0.05323060250533369,256.3745491146926,13.743562769308355,25.253390618820045,0.21737032128965839
69,2705.1097349485804,5.582963276367051,11.900109738382843,42.02137437853601,145.20841524333835,0.6752047893910744,67.63447150903137,0.056818588236465545,0.012940851271074881,73.21307538781542,48.88435061633094,115.60038645984588,0.2504624527681701
70,3143.418899473899,8.692825389931265,18.30320136670643,74.37155154258699,151.96649039636185,0.5139624539950388,1515.2993164153518,0.008183429393650866,0.07859606449710041,93.18038434033045,96.5273394564496,126.4120265951081,0.2371885738685862
71,2932.0189358009134,7.0336620634074585,10.7166303114924,48.550920184427184,207.48322474581818,0.5015426648073438,1176.104957360738,0.10313554917669038,0.05247144739174172,99.17361938510093,88.19727589823793,47.51070593045576,0.31026582181218276
72,2013.0288039901338,2.676214231431313,3.3487819445276763,52.294522813118654,215.04361377138213,0.39228179772754235,140.06878014475018,0.051270265918788756,0.05796642787681327,236.78646520294055,15.918732740462417,73.22853518678515,0.30668418003656583
73,3175.4943590998323,9.401401039249743,12.103168768871614,73.01096102375948,145.3575912964953,0.4625982895475657,850.6160027773243,0.09305457212580139,0.05829421146914157,354.5732125482818,12.145830273674747,32.030502528103554,0.2732606428613885
76,2914.310609672645,5.058852587868306,10.184867986684075,98.97178860202087,216.53952568819994,0.518178191698611,295.17841186249626,0.08853840323083473,0.05036501107454331,322.1211605965753,19.575489921040575,113.42184591660836,0.32304725518155086
77,3215.4521488344153,10.399993070930057,15.663099696516447,77.40889740456639,206.2564212811517,0.5397092223714681,1666.9956653219838,0.08174703262694381,0.06826215028632399,29.899552682770032,57.67172090981132,64.01730096259898,0.2262824269657169
78,3083.3338627002786,6.903387099948235,14.47032862379853,90.20958208267511,175.38552203631022,0.42703910358349184,1923.515785320952,0.02354343481178207,0.08658283834925574,145.06142853445806,47.20507200385646,86.91155685927365,0.3178707440290449
